,pro ro wnd ec00 mwh/h cet min15 f 2026-01-13T00:00:00+01:00
2026-01-18 04:45:00+01:00,1275.3701292389246
2026-01-18 05:00:00+01:00,1259.6638291049471
2026-01-18 05:15:00+01:00,1236.441178605846
2026-01-18 05:30:00+01:00,1213.218528106745
2026-01-18 05:45:00+01:00,1189.9958776076442
2026-01-18 06:00:00+01:00,1166.773227108543
2026-01-18 06:15:00+01:00,1142.3330003637889
2026-01-18 06:30:00+01:00,1117.8927736190344
2026-01-18 06:45:00+01:00,1093.45254687428
2026-01-18 07:00:00+01:00,1069.0123201295257
2026-01-18 07:15:00+01:00,1043.3545159545606
2026-01-18 07:30:00+01:00,1017.6967117795956
2026-01-18 07:45:00+01:00,992.0389076046307
2026-01-18 08:00:00+01:00,966.3811034296657
2026-01-18 08:15:00+01:00,939.5057215762992
2026-01-18 08:30:00+01:00,912.6303397229325
2026-01-18 08:45:00+01:00,885.7549578695659
2026-01-18 09:00:00+01:00,858.8795760161995
2026-01-18 09:15:00+01:00,840.9897357437794
2026-01-18 09:30:00+01:00,823.0998954713593
2026-01-18 09:45:00+01:00,805.2100551989395
2026-01-18 10:00:00+01:00,787.3202149265194
2026-01-18 10:15:00+01:00,778.4159177455272
2026-01-18 10:30:00+01:00,769.5116205645351
2026-01-18 10:45:00+01:00,760.6073233835428
2026-01-18 11:00:00+01:00,751.7030262025506
2026-01-18 11:15:00+01:00,751.7842734603311
2026-01-18 11:30:00+01:00,751.8655207181114
2026-01-18 11:45:00+01:00,751.9467679758918
2026-01-18 12:00:00+01:00,752.0280152336721
2026-01-18 12:15:00+01:00,757.3234032645981
2026-01-18 12:30:00+01:00,762.6187912955241
2026-01-18 12:45:00+01:00,767.9141793264503
2026-01-18 13:00:00+01:00,773.2095673573762
2026-01-18 13:15:00+01:00,783.7190937641853
2026-01-18 13:30:00+01:00,794.2286201709944
2026-01-18 13:45:00+01:00,804.7381465778034
2026-01-18 14:00:00+01:00,815.2476729846124
2026-01-18 14:15:00+01:00,830.9713388553272
2026-01-18 14:30:00+01:00,846.6950047260418
2026-01-18 14:45:00+01:00,862.4186705967566
2026-01-18 15:00:00+01:00,878.1423364674713
2026-01-18 15:15:00+01:00,889.2809176590251
